BERT Score - average_precision,BERT Score - average_recall,BERT Score - average_f1,ROUGE Score - rouge1,ROUGE Score - rouge2,ROUGE Score - rougeL,ROUGE Score - rougeLsum,SARI Score - average_sari,Factually Score,model,experiment
0.8412651774859188,0.8629382047990356,0.8513428905997613,0.32694070582499857,0.1564681792123846,0.2327721351056912,0.2907832357450321,41.539267073445195,0.582949707482123,llama_3.2_1B_QLORA,incontext 1 Shot
0.8339950358867645,0.8743285214900971,0.8530171418190002,0.26702238365225084,0.1322803931861405,0.19686043551152,0.24189934202149319,42.31827131433294,0.7329495757073164,llama_3.2_1B_QLORA,incontext 2 Shot
0.9018788319826126,0.9049119192361832,0.90317189514637,0.5888175110377661,0.3445866516119498,0.473365681807182,0.5339303271146831,50.06120577127412,0.5993202899768949,llama_3.2_1B_QLORA,finetune 0 Shot
0.8296362566947937,0.8711414659023284,0.8493651157617569,0.3217652734365479,0.1618154461208301,0.23392254820684616,0.2914149517838375,42.654174233742424,0.5509881846606731,llama_3.2_1B_QLORA,incontext 0 Shot
0.7834659820795059,0.8246323543787003,0.8027069693803788,0.15522265060641427,0.02847629642097966,0.10119441471083071,0.13601720225071665,30.51542237506336,0.14125878404825926,QWEN-2.5_7B_QLORA,incontext 1 Shot
0.7696037036180496,0.8103159326314926,0.7883958905935288,0.1104416690221379,0.019268377058990514,0.06832579291448584,0.09769000201911024,29.613952346564062,0.061418061226140706,QWEN-2.5_7B_QLORA,incontext 2 Shot
0.8207647903760275,0.87478515625,0.8460927963256836,0.30837579910981205,0.13295924775020576,0.23378137990353137,0.27538413772949155,37.96635236130055,0.29058182891458273,QWEN-2.5_7B_QLORA,finetune 0 Shot
0.8155826902389527,0.8380255979299546,0.8261986422538757,0.1692206201847003,0.031141363941987528,0.10672123675931479,0.14743813264034714,31.28022436303262,0.0645487442976091,QWEN-2.5_7B_QLORA,incontext 0 Shot
0.8142401892691851,0.8285788539797068,0.820456779251496,0.1734201262649621,0.035258397467845475,0.1087893023412899,0.15212152360159809,31.388966849710908,0.11358310393795061,llama_3.2_3B_QLORA,incontext 1 Shot
0.814945648218456,0.8309117906971981,0.8221088309037058,0.18202947396247368,0.034645660072652726,0.11164931001357496,0.1589537658458707,31.152539943723625,0.1278974628321042,llama_3.2_3B_QLORA,incontext 2 Shot
0.8830400724360283,0.8862492797222543,0.884395660238063,0.4258699310148786,0.2339646827763018,0.3477891315786348,0.39607808918556153,41.76787216832894,0.3519526156299609,llama_3.2_3B_QLORA,finetune 0 Shot
0.810057622390789,0.8153055166150187,0.8119552436765733,0.13362491624971096,0.020919310675969995,0.09016859376877351,0.11577081088853536,29.55739555271582,0.09261436766630121,llama_3.2_3B_QLORA,incontext 0 Shot
0.8964332592487335,0.9159825313091278,0.9057896625995636,0.5972632289301065,0.36853293478515325,0.5039587910115557,0.5568117822541854,53.280045938586674,0.5807041031867266,mistral_7B_QLORA,incontext 1 Shot
0.8968986892700195,0.9158172082901,0.9060092812776566,0.5855194230257436,0.3616609893550429,0.4989936412014053,0.5469151868012796,53.31765541715277,0.5679407081939281,mistral_7B_QLORA,incontext 2 Shot
0.9263583850860596,0.9318141287565231,0.9288746631145477,0.7320553705142959,0.5727456572920471,0.6663820190190086,0.7024678451155686,66.28934193358825,0.66443558935076,mistral_7B_QLORA,finetune 0 Shot
0.8909627545264459,0.908693314239543,0.8993292854678246,0.557261402963846,0.31825167318191305,0.4448578918478291,0.5079006512757975,51.225914127850224,0.6038620165519176,mistral_7B_QLORA,incontext 0 Shot
0.8403766125440597,0.8933529555797577,0.8657522833347321,0.45914351796865766,0.20659094900570502,0.3186954063544638,0.4148152614365743,45.00276484514483,0.38020417030900716,gemma_3_4B_QLORA,incontext 1 Shot
0.8767969316244125,0.8973198437690735,0.8866651856899261,0.5091519294298441,0.2365088865538798,0.3723615174459902,0.4559590648121705,45.00250598987953,0.4539766259212047,gemma_3_4B_QLORA,incontext 2 Shot
0.8214691972732544,0.8775748747587204,0.8484690755605697,0.3822015796868349,0.1462327766078016,0.23640740202065869,0.3431711439532069,42.442463634810025,0.27324525464326144,gemma_3_4B_QLORA,finetune 0 Shot
0.8220433777570725,0.8780870151519775,0.8490088057518005,0.38646893641750923,0.15168718651090274,0.24138513319191113,0.3459252767339495,42.971402285217394,0.28377651900053025,gemma_3_4B_QLORA,incontext 0 Shot
0.8447818571329117,0.8498331135511399,0.8469034850597381,0.2854267230913624,0.09912091610775935,0.20470888279673546,0.25648194132613256,36.40039436474468,0.3048040666570887,Qwen_2.5_1.5B_QLORA,incontext 1 Shot
0.848770541548729,0.8479290097951889,0.8480147850513459,0.2616316301273628,0.08103984135668796,0.18655725651690502,0.23261139370678818,35.065816402698516,0.2618335435772315,Qwen_2.5_1.5B_QLORA,incontext 2 Shot
0.8832886296510697,0.8766412061452865,0.8796255409717559,0.42232187387365316,0.18945591682191731,0.3194915641561979,0.37418856999782746,42.70100625674792,0.432976763388142,Qwen_2.5_1.5B_QLORA,finetune 0 Shot
0.864566570520401,0.8549933135509491,0.8595262211561203,0.2938111866887885,0.0914157971841818,0.2045279456612058,0.255217127993587,35.38827736446003,0.20055108880857006,Qwen_2.5_1.5B_QLORA,incontext 0 Shot
